"FeatureName","ControlID","Description","ControlSeverity","IsBaselineControl","IsPreviewBaselineControl","Rationale","Recommendation","Automated","SupportsAutoFix","Tags"
"KubernetesService","Azure_KubernetesService_SI_Cluster_Node_Missing_OS_Patches","All the Kubernetes cluster nodes must have all the required OS patches installed","Moderate","No","No","Unpatched cluster nodes (VMs) are easy targets for compromise from various malware/trojan attacks that exploit known vulnerabilities in operating systems and related software.","Refer: https://github.com/weaveworks/kured for install patch and reboot management without impacting Kubernetes workloads.","No","No","SDL, TCP, Manual, SI, KubernetesService"
"KubernetesService","Azure_KubernetesService_AuthN_Use_POD_Identity","Pod Identity must be used for accessing other AAD-protected resources from the Kubernetes Service.","Moderate","No","No","Pod Identity allows your Kubernetes Service to easily access other AAD-protected resources such as Azure Key Vault. The identity is managed by the Azure platform and eliminates the need to provision/manage/rotate any secrets thus reducing the overall risk.","Refer: https://github.com/Azure/aad-pod-identity to configure Pod Identity in your Kubernetes Cluster.","No","No","SDL, TCP, Manual, AuthN, KubernetesService"
"KubernetesService","Azure_KubernetesService_SI_Review_Kube_Advisor_Issues","Issues/recommendations provided by kube advisor should be reviewed periodically","Moderate","No","No","The kube-advisor tool scans Kubernets cluster and reports on issues related to CPU and memory resource consumption limits. If resource quotas are not applied then by default pod consumes all the CPU and memory available, which impacts availability of another POD/application.","Refer: https://github.com/Azure/kube-advisor to scan Kubernetes cluster using Kube Advisor.","No","No","SDL, Best Practice, Manual, SI, KubernetesService"
"KubernetesService","Azure_KubernetesService_Audit_Enable_Monitoring","Monitoring must be enabled for Azure Kubernetes Service","Moderate","No","No","Auditing enables log collection of important system events pertinent to security. Regular monitoring of audit logs can help to detect any suspicious and malicious activity early and respond in a timely manner.","Refer: https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-overview.","Yes","No","SDL, TCP, Automated, Audit, KubernetesService"
"KubernetesService","Azure_KubernetesService_NetSec_Dont_Open_Management_Ports","Do not leave management ports open on Kubernetes nodes unless required","Moderate","No","No","Open remote management ports expose a VM/compute node to a high level of risk from internet-based attacks that attempt to brute force credentials to gain admin access to the machine.","Go to Azure Portal --> VM Settings --> Networking --> Inbound security rules --> Select security rule which allows management ports (e.g. RDP-3389, WINRM-5985, SSH-22) --> Click 'Deny' under Action --> Click Save.","Yes","No","SDL, TCP, Manual, NetSec, KubernetesService"
"KubernetesService","Azure_KubernetesService_DP_Encrypt_Data_In_Transit","Data transit inside/across Kubernetes must use encrypted channel","Important","No","No","Use of HTTPS ensures server/service authentication and protects data in transit from network layer man-in-the-middle, eavesdropping, session-hijacking attacks.","Refer: https://docs.microsoft.com/en-us/azure/aks/ingress-tls.","No","No","SDL, TCP, Manual, DP, KubernetesService"
"KubernetesService","Azure_KubernetesService_Audit_Enable_Diagnostics_Log","Diagnostics logs must be enabled with a retention period of at least 365 days.","Moderate","No","No","Logs should be retained for a long enough period so that activity trail can be recreated when investigations are required in the event of an incident or a compromise. A period of 1 year is typical for several compliance requirements as well.","You can change the diagnostic settings from the Azure Portal by following the steps given here: https://docs.microsoft.com/en-us/azure/monitoring-and-diagnostics/monitoring-archive-diagnostic-logs#archive-diagnostic-logs-using-the-portal.","Yes","No","SDL, TCP, Automated, Audit, Diagnostics, KubernetesService"
"ContainerInstances","Azure_ContainerInstances_NetSec_Justify_PublicIP_and_Ports","Use of public IP address and ports should be carefully reviewed","Important","No","No","Public IP address provides direct access over the internet exposing the container to all type of attacks over the public network.","Add public IP address and ports to a container only as required. Ensure that the resulting data flows are carefully reviewed.","Yes","No","SDL, TCP, Automated, NetSec, ContainerInstances"
"ContainerInstances","Azure_ContainerInstances_SI_Review_Image","Make sure container images (including nested images) are from a trustworthy source","Important","No","No","If a container runs an untrusted image (or an untrusted nested image), it can violate integrity of the infrastructure and lead to all types of security attacks.","Ensure that the image source(s) for the image comprising the container are trustworthy. Review image configurations carefully for any misconfigurations.","Yes","No","SDL, TCP, Automated, SI, ContainerInstances"
"ContainerInstances","Azure_ContainerInstances_DP_Review_Registry","Make sure container images are hosted on a trustworthy registry that has strong authentication, authorization and data protection mechanisms","Important","No","No","If a container image is served from an untrusted registry, the image itself may not be trustworthy. Running such a compromised image can lead to loss of sensitive enterprise data.","Ensure that the registry, which hosts the image, is trustworthy. Review registry configurations carefully for any misconfigurations related to authentication, authorization, etc. ","Yes","No","SDL, TCP, Automated, DP, ContainerInstances"
"ContainerInstances","Azure_ContainerInstances_AuthZ_Container_Segregation","A container group must contain only containers which trust each other","Important","No","Yes","Containers hosted in the same container group can monitor traffic of other containers within the group and can also access the file system of the host OS. Hence a container group must not host containers which do not trust each other. In other words, do not mix containers across trust boundaries in the same group.","Carefully review the role and privileges required by each container in a container group. If the privilege levels and access requirements are different, then consider segregating the containers into separate groups.","Yes","No","SDL, TCP, Automated, AuthZ, ContainerInstances"
"BotService","Azure_BotService_Enable_Required_Channels_Only","Only specific/required channels must be configured to allow traffic to bot service.","Important","No","No","Each channel enabled for the Bot exposes the bot to activity on that channel. If a channel that is not actually required is enabled for the bot, it introduces unnecessary avenues for attack.","Verify the configured channels and to add more supported channels refer: https://docs.microsoft.com/en-us/azure/bot-service/bot-service-manage-channels?view=azure-bot-service-3.0","Yes","No","SDL, TCP, BotService"
"BotService","Azure_BotService_DP_Encrypt_At_Rest","Ensure to use own storage adapter instead of Bot Framework State Service API.","Important","No","No","Using this feature ensures that sensitive data is stored encrypted at rest. This minimizes the risk of data loss from physical theft and also helps meet regulatory compliance requirements.","Default behavior. No action required.","No","No","SDL, Information, Manual, BotService"
"BotService","Azure_BotService_DP_Protect_Secrets","Secrets in Bot Service must be handled properly.","Important","No","No","Keeping secrets such as passwords, keys, etc. in clear text can lead to easy compromise at various avenues during an application's lifecycle.","It is recommended to handle the secrets properly.","No","No","SDL, TCP, Manual, BotService"
"BotService","Azure_BotService_Audit_Enable_Monitoring","Make sure important activities and events during Bot interactions are logged.","Moderate","No","No","Analytics can be useful to detect unusual usage behavior patterns.","Follow https://docs.microsoft.com/en-us/azure/bot-service/bot-service-manage-analytics?view=azure-bot-service-3.0 for configuring Application Insight with Bot Service.","Yes","No","SDL, TCP, BotService"
"BotService","Azure_BotService_DP_Dont_Allow_HTTP_Access","Bot Service API must only be accessible over HTTPS","Important","No","No","Use of HTTPS ensures server/service authentication and protects data in transit from network layer eavesdropping attacks.","Make Web App linked to Bot Service to use Https using command 'Set-AzResource -ResourceName '<WebAppName>' -ResourceGroupName '<RGName>' -ResourceType 'Microsoft.Web/sites' -Properties @{httpsOnly='true'} -Force '. Run 'Get-Help Set-AzResource -full' for more help.","No","No","SDL, TCP, Manual, BotService"
